drug_name,pubchem_cid,molecular_formula,molecular_weight,smiles
Imatinib,5291,C29H31N7O,493.6,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
