drug_name,chembl_id,smiles,MolecularWeight,LogP,HBD,HBA,RotatableBonds,TPSA,activity_value,pIC50
NaN,CHEMBL3808884,COC(=O)c1cc2cc(NCc3cc(NC(=O)c4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)cnc2[nH]1,562.5520000000001,6.035240000000004,3,6,7,113.93,112.0,6.950781977329818
NaN,CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,513.9610000000004,2.894100000000001,3,8,9,121.37,14.0,7.853871964321762
NaN,CHEMBL4079501,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,485.5920000000003,4.499400000000003,3,7,10,98.41,5.0,8.301029995663981
NaN,CHEMBL3954370,O=C(Nc1nc2ccccc2n1[C@H]1CC[C@H](O)CC1)c1cccc(C(F)(F)F)c1,403.40400000000005,4.783400000000003,2,3,3,67.15,2000.0,5.698970004336019
NaN,CHEMBL7914,Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1,357.4130000000001,4.674240000000003,3,4,4,70.22999999999999,4500.0,5.346787486224656
NaN,CHEMBL3814021,O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,549.0500000000002,6.352300000000005,3,6,9,91.41000000000001,2030.0,5.692503962086787
NaN,CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,344.216,3.5969000000000015,1,5,3,53.94,0.006,11.221848749616356
NaN,CHEMBL3806172,CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2,430.3920000000003,3.9532000000000025,1,9,7,117.87,270.6,6.567672207738395
NaN,CHEMBL3805782,Fc1ccc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)cc1Cl,417.8240000000002,4.104800000000003,1,7,4,74.73000000000002,150.9,6.82131076022441
GEFITINIB,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.9100000000004,4.275600000000003,1,7,8,68.74000000000001,2.6,8.585026652029182
NaN,CHEMBL3805039,C#Cc1cccc(Nc2ncnc3cc(OCC)c4c(c23)OCCO4)c1,347.37400000000014,3.524600000000002,1,6,4,65.50000000000001,21.5,7.667561540084395
NaN,CHEMBL3806248,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c2c1OCCO2,375.7870000000002,4.3358000000000025,1,6,4,65.50000000000001,2.0,8.698970004336019
NaN,CHEMBL139307,C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,496.40900000000005,4.377200000000003,1,6,8,70.59,3.3,8.481486060122112
NaN,CHEMBL417420,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,444.3370000000004,3.0601000000000003,2,8,7,88.09,2.9,8.537602002101044
NaN,CHEMBL3699584,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,571.5600000000005,3.7566000000000024,4,9,9,131.95,5.5,8.259637310505756
NaN,CHEMBL4096014,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(CC)c4)nc32)C1,616.742,4.639600000000004,1,8,8,97.38,518.0,6.285670240254767
NaN,CHEMBL4103893,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5C[C@@H](C)N(C)[C@@H](C)C5)c(C)c4)nc32)C1,630.769,5.162620000000005,1,8,7,97.38,888.2,6.051489231162343
NaN,CHEMBL4213519,COc1ccc(-c2c3c4cc(OC)c(OCCN(C)C)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,684.6200000000003,6.029800000000006,3,10,8,152.54,595.4,6.225191169689294
NaN,CHEMBL3970063,Nc1nc(Nc2cccc(Cl)c2)c2c(n1)-c1ccccc1C2,308.77200000000005,4.027000000000001,2,4,2,63.83,45100.0,4.345823458122039
NaN,CHEMBL2064376,COc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,435.4840000000004,3.0122000000000018,1,8,7,94.65,380.0,6.42021640338319
NaN,CHEMBL4293690,COc1ccc(OC)c(Nc2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)c1,420.5170000000002,3.732800000000002,2,8,7,74.78,288.0,6.540607512240769
NaN,CHEMBL271705,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc1ccccn1,481.94400000000036,3.4349000000000016,2,9,9,110.31000000000002,1.0,9.0
NaN,CHEMBL3347487,CC1(C)[C@H]2CC3OB(COc4ccc5ncnc(Nc6cccc(Cl)c6)c5c4)O[C@@]3(C)[C@@H]1C2,463.77400000000017,5.673100000000005,1,6,5,65.5,200.0,6.698970004336019
NaN,CHEMBL4073595,COc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,629.0850000000005,3.2816000000000023,5,11,12,149.66,4.53,8.343901797987169
NaN,CHEMBL4085902,COc1cc(Br)c(/C=C2\CC(C)CC(=C\c3nc(C)c(C)nc3C)/C2=N/O)cc1OC,486.41000000000025,5.9086600000000065,1,6,4,76.83000000000001,2900.0,5.5376020021010435
NaN,CHEMBL4103201,C=CC(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1,388.4350000000002,2.3013000000000003,2,6,3,118.61,10.0,8.0
NaN,CHEMBL2180204,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1,416.40700000000015,3.4438000000000013,1,5,3,89.93,30.0,7.522878745280337
NaN,CHEMBL4075015,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(N(C)C)c4ccccc34)c3c(N)ncnc32)C1,441.5390000000002,3.6442000000000014,1,6,4,93.17,270.0,6.568636235841013
NaN,CHEMBL4100655,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(F)c3)c3c(N)ncnc32)C1,366.40000000000015,2.5641,1,5,3,89.93,230.0,6.638272163982407
NaN,CHEMBL172517,CCOc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,282.295,3.564300000000002,1,4,3,59.67,31800.0,4.497572880015567
ERLOTINIB,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.4430000000002,3.405100000000002,1,7,10,74.73000000000002,80.0,7.096910013008056
NaN,CHEMBL241990,COc1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,422.85100000000017,4.986380000000003,3,6,6,98.64999999999999,2080.0,5.681936665037238
NaN,CHEMBL241988,N#Cc1cnc2c(Br)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,471.7210000000001,5.740280000000001,3,5,5,89.42,3300.0,5.481486060122113
NaN,CHEMBL410659,Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@@H](CN2CCC2)C1,460.5850000000004,5.393000000000005,1,5,5,72.33999999999999,9600.0,5.017728766960431
NaN,CHEMBL4061283,CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,528.4510000000001,6.013800000000005,3,6,7,105.24,55.5,7.255707016877324
NaN,CHEMBL309937,CCc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,266.348,3.880740000000002,2,3,3,53.6,77500.0,4.110698297493689
NaN,CHEMBL4094471,Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,310.74399999999997,3.8571000000000017,1,4,3,67.6,4497.8,5.346999859889158
NaN,CHEMBL4075892,c1csc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)c1,282.32800000000003,3.265200000000001,1,5,3,67.6,100000.0,4.0
NaN,CHEMBL4084249,COc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,306.325,3.212300000000001,1,5,4,76.83000000000001,97.95,7.008995559669245
NaN,CHEMBL4090323,Fc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,294.28900000000004,3.3428000000000013,1,4,3,67.6,100000.0,4.0
NaN,CHEMBL4066118,c1ccc2c(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)cccc2c1,340.386,4.280700000000003,1,4,4,67.6,5701.64,5.244000207396465
NaN,CHEMBL4087489,C1=CC2=C(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)CNC2C=C1,331.3790000000001,2.4736000000000002,2,5,4,79.63,86297.85,4.064000024038758
NaN,CHEMBL293749,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,308.337,2.3636799999999996,3,4,5,93.35,930.0,6.031517051446065
NaN,CHEMBL306081,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C,272.73900000000003,3.9717400000000023,2,3,2,53.6,27.0,7.568636235841013
NaN,CHEMBL522785,COc1cc2nc(Nc3cc(C)[nH]n3)nc(Nc3cccc(-c4nc5ccccc5s4)c3)c2cc1OC,509.59500000000025,6.442420000000004,3,9,7,109.87,3300.0,5.481486060122113
NaN,CHEMBL4102284,Cc1nc(C)c(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=NO)nc1C,420.56100000000015,4.138320000000003,1,7,3,87.39,3900.0,5.4089353929735005
NaN,CHEMBL4064361,COc1cc(Br)c(/C=C2\CN(C)CC(=C\c3nc(C)c(C)nc3C)/C2=N\O)cc1OC,487.39800000000025,4.424160000000003,1,7,4,80.07000000000001,20.0,7.698970004336019
NaN,CHEMBL514016,Clc1ccc2c(Nc3ccc(-c4nc5ccccc5s4)c(Cl)c3)ncnc2c1,423.32800000000015,6.956900000000003,1,5,3,50.7,800.0,6.096910013008056
NaN,CHEMBL142148,O=C(NCc1ccccc1)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1,379.45900000000006,5.6562000000000054,2,2,5,49.33,8000.0,5.096910013008056
NaN,CHEMBL474543,Clc1ccc2c(Nc3ccc(-c4nc5ccccc5s4)cc3)ccnc2c1,387.8950000000001,6.908500000000004,1,4,3,37.81,5300.0,5.275724130399211
NaN,CHEMBL155389,O=C(CC1C(S)=Nc2ccccc21)NCc1ccccc1,296.39500000000004,3.4501000000000017,2,2,4,41.46,100000.0,4.0
GW869810X,CHEMBL507329,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,608.0949999999999,5.357200000000005,2,9,6,97.84,65.0,7.187086643357144
NaN,CHEMBL1243345,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCF,499.94900000000024,5.437280000000004,2,6,10,90.27999999999999,0.8,9.096910013008056
NaN,CHEMBL1243284,CNC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCF,471.89500000000027,4.7049800000000035,3,6,9,99.07000000000001,0.29,9.537602002101044
NaN,CHEMBL1243283,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNCc1cn(CCF)nn1,567.0000000000001,4.8867800000000035,3,8,12,129.78,21.97,7.65816994307949
NaN,CHEMBL249496,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1,508.6300000000004,4.358500000000003,2,7,5,110.76999999999998,270.0,6.568636235841013
NaN,CHEMBL1272006,OC[C@@H](Nc1ncnc2sc3c(c12)CCC3)c1ccccc1,311.40999999999997,3.3255000000000017,2,5,4,58.04,1090.0,5.962573502059376
NaN,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,360.2110000000001,4.153100000000003,1,5,4,56.27000000000001,0.029,10.537602002101044
NaN,CHEMBL1242758,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,318.3840000000002,3.6719000000000017,2,4,2,85.41,1400.0,5.853871964321762
NaN,CHEMBL1241492,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21,295.306,2.1925999999999997,1,7,2,108.54,8300.0,5.080921907623926
NaN,CHEMBL57758,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCCC1,416.88400000000036,4.649100000000003,1,6,7,59.51000000000001,87.0,7.060480747381382
NaN,CHEMBL1683954,Fc1cccc(COc2ccc(Nc3cc(Oc4ccccc4)ncn3)cc2Cl)c1,421.85900000000004,6.384000000000004,1,5,7,56.269999999999996,10000.0,5.0
NaN,CHEMBL1683969,CCN1CCN(C(=O)/C(F)=C/c2c(C)ncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)CC1,528.0030000000002,5.374620000000005,1,6,8,70.59,156.0,6.806875401645538
NaN,CHEMBL1683973,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN1CCCC1,478.99900000000036,6.127620000000006,1,5,8,50.28000000000001,11.0,7.958607314841775
NaN,CHEMBL1090359,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1)c1c(F)cccc1F,579.6360000000003,6.439600000000004,3,7,6,96.24000000000001,2.3,8.638272163982407
NaN,CHEMBL4078801,CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(OC)c3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,602.715,4.385620000000004,1,8,7,97.38,421.0,6.375717904164332
NaN,CHEMBL1093234,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1)c1ccccc1,488.5760000000001,6.515700000000005,2,6,6,84.21000000000001,55.0,7.259637310505756
NaN,CHEMBL1088931,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1)c1c(F)cccc1F,609.6620000000004,6.630500000000005,2,8,7,96.68,6.2,8.207608310501746
NaN,CHEMBL4794998,C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,540.9430000000002,3.746500000000001,4,9,11,156.17999999999995,5.4,8.267606240177031
NaN,CHEMBL4793338,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCC(=O)NO)nn1,526.9160000000002,3.3564000000000007,4,9,10,156.17999999999995,2.3,8.638272163982407
NaN,CHEMBL4794670,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,647.0669999999999,5.325500000000004,4,10,14,165.40999999999997,1.8,8.744727494896694
NaN,CHEMBL119987,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,384.41300000000007,2.783580000000001,3,6,7,133.64,37000.0,4.431798275933005
IBRUTINIB,CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,440.5070000000002,4.2173000000000025,1,6,5,99.16,5.6,8.2518119729938
NaN,CHEMBL4095253,C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,427.4860000000002,2.3468999999999998,1,7,5,112.57000000000001,642.7,6.1919917000896
NaN,CHEMBL4741340,[2H]C([2H])=CC(=O)Nc1cc(Nc2nccc(-c3cn(C([2H])([2H])[2H])c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,504.64950889000033,4.509800000000003,2,7,10,87.55,1.7,8.769551078621726
NaN,CHEMBL1645472,NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1,340.4060000000001,2.5351,2,5,4,71.48,32.0,7.494850021680094
NaN,CHEMBL31816,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,373.7750000000001,3.6940000000000017,2,6,5,89.03,0.95,9.022276394711152
NaN,CHEMBL4073960,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(F)c4ccccc34)c3c(N)ncnc32)C1,416.46000000000015,3.7173000000000016,1,5,3,89.93,20.0,7.698970004336019
NaN,CHEMBL4238771,Clc1ccc(SCc2n[nH]c(-c3ccc(Cl)cc3)n2)cc1,336.247,5.070800000000003,1,3,4,41.57,45500.0,4.341988603342887
NaN,CHEMBL4083224,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCCN(C)CC5)c(C)c4)nc32)C1,616.742,4.775720000000004,1,8,7,97.38,209.0,6.679853713888946
NaN,CHEMBL4586581,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCNCCNCC1,488.99500000000046,3.438200000000001,3,8,8,83.57000000000001,8.3,8.080921907623926
NaN,CHEMBL4063301,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCCCC1,380.87900000000025,5.545600000000003,2,4,4,66.91,6.13,8.212539525481585
NaN,CHEMBL213818,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2)o1,546.6240000000003,5.485700000000005,2,8,11,106.35000000000001,24.0,7.619788758288394
NaN,CHEMBL352591,O=C(Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O)NOCc1ccccc1,392.4110000000001,3.344500000000001,4,6,7,111.38000000000001,61000.0,4.214670164989233
NaN,CHEMBL54400,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,330.1890000000001,3.5726000000000013,2,5,3,62.730000000000004,16.0,7.795880017344075
NaN,CHEMBL289213,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,440.3010000000001,4.133600000000002,3,5,6,94.14,584.0,6.2335871528876
NaN,CHEMBL4110614,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)/C=C/CN2CCOCC2)C1,539.6400000000003,3.9197000000000024,1,8,7,111.63,383.7,6.416008200801683
NaN,CHEMBL3931858,CN(C/C=C/C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1)CCO,527.6290000000004,3.511600000000002,2,8,9,122.63000000000001,74.5,7.127843727251707
NaN,CHEMBL3910496,C=CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,440.5070000000002,4.044800000000002,1,6,6,99.16,2.298,8.638649975647734
NaN,CHEMBL1683950,Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,405.8600000000001,6.258700000000004,1,4,6,47.04,1200.0,5.920818753952375
NaN,CHEMBL256295,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/O,377.38300000000004,3.1476000000000015,3,7,5,114.24000000000001,12.0,7.920818753952375
NaN,CHEMBL241919,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(C)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,541.6080000000002,3.9415200000000024,2,9,11,122.75000000000001,173.1,6.7617029321246065
NaN,CHEMBL304929,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,305.33700000000005,3.371900000000002,1,5,4,56.27000000000001,28.8,7.540607512240769
NaN,CHEMBL382638,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@H]1C(N)=O,429.8830000000003,3.624200000000002,2,6,6,93.37,20.0,7.698970004336019
NaN,CHEMBL136102,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,512.412,3.117800000000001,2,7,9,103.35000000000001,1.45,8.838631997765026
NaN,CHEMBL461811,Cc1cc(Oc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@@H](OC(=O)N6CCOCC6)CN5)sc34)cc2Cl)no1,581.0540000000003,4.727820000000003,2,11,5,123.87,400.0,6.3979400086720375
VANDETANIB,CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,475.3620000000003,4.426100000000003,1,5,5,62.74,0.5,9.301029995663981
NaN,CHEMBL1090356,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,587.7090000000001,6.281200000000006,2,8,8,96.68,63.0,7.200659450546418
NaN,CHEMBL1090361,CN1CCc2cc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)ccc2C1,571.71,6.432500000000005,2,7,7,87.45,57.0,7.2441251443275085
NaN,CHEMBL1090364,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1,557.6830000000001,6.090300000000005,3,7,7,96.24000000000001,1000.0,6.0
NaN,CHEMBL122182,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,352.78500000000014,4.199100000000001,4,6,4,98.75,40.0,7.3979400086720375
NaN,CHEMBL1091613,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccncc2)c1)c1ccccc1Cl,430.9200000000001,6.030500000000004,1,4,4,59.290000000000006,240.0,6.619788758288394
NaN,CHEMBL1090351,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)c1c(F)cccc1F,609.6620000000004,6.630500000000004,2,8,7,96.68,1.9,8.721246399047171
NaN,CHEMBL1090353,O=C(CC1CCCC1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,579.7300000000002,6.618800000000007,2,8,8,96.68,660.0,6.180456064458132
NaN,CHEMBL1095465,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1,454.3280000000001,4.654200000000002,3,6,6,98.08000000000001,12600.0,4.899629454882437
NaN,CHEMBL1094784,FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,437.2520000000001,6.617900000000002,2,3,4,53.6,33100.0,4.480172006224281
NaN,CHEMBL184311,Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,276.702,3.5738200000000013,1,3,2,42.22,3250.0,5.488116639021126
NaN,CHEMBL103860,O=C(O)c1cc(CCc2cc(O)ccc2O)ccc1O,274.27200000000005,2.286800000000001,4,4,4,97.99000000000001,3300.0,5.481486060122113
NaN,CHEMBL273789,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,616.6620000000004,5.546900000000005,1,8,14,110.72,234.42,6.630005338391572
NaN,CHEMBL179224,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ncnc2nn3ccccc3c12,372.3100000000001,3.9403000000000006,2,4,2,84.21,10000.0,5.0
NaN,CHEMBL431191,COc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,294.35800000000006,3.5889000000000015,2,4,3,62.83,860.0,6.0655015487564325
NaN,CHEMBL524132,C=C(C)C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,382.261,4.823600000000003,1,4,5,54.88,1.202,8.92009553233328
NaN,CHEMBL454370,C=C/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,395.26000000000005,4.384700000000002,1,5,6,67.77000000000001,1.096,8.96018944585165
NaN,CHEMBL461796,CN(C)CCCOC(=O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,497.3930000000001,4.298600000000003,1,7,10,84.42,2.399,8.61996975203217
NaN,CHEMBL446019,C=CC(=O)Nc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,325.75900000000007,3.5463000000000013,2,5,4,79.8,0.537,9.270025714300445
NaN,CHEMBL192737,COCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,387.2370000000001,3.7208000000000014,2,5,5,76.14,174.0,6.7594507517174005
NaN,CHEMBL482715,Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccc3)[nH]c2n1,415.3940000000001,5.2268000000000026,3,4,5,79.61999999999999,122000.0,3.9136401693252516
NaN,CHEMBL484109,Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3ccc4ccccc4c3)[nH]c2n1,458.36300000000017,5.984600000000003,3,4,5,79.61999999999999,4700.0,5.327902142064283
NaN,CHEMBL2408824,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,694.1700000000003,4.502000000000003,1,13,12,159.08999999999997,2940.0,5.531652669587842
NaN,CHEMBL327725,CC(O)C(/N=C1/C=C(O)/C(=N\C(C(=O)O)C(C)O)C=C1O)C(=O)O,342.3040000000001,-0.5661999999999994,6,8,6,180.23999999999998,44000.0,4.356547323513812
NaN,CHEMBL2426290,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(F)c(-c2cnn3ccccc23)n1,461.50100000000015,3.738900000000002,2,7,8,96.68,19000.0,4.721246399047171
NaN,CHEMBL545541,COc1cc2ncnc(NCc3ccccc3)c2cc1OC.Cl,331.80300000000005,3.6809000000000025,1,5,5,56.27000000000001,4.0,8.397940008672037
NaN,CHEMBL3088220,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccc(O)cc1)c1ccc(Br)cc1,458.2720000000001,3.402120000000002,2,6,6,122.64999999999999,210.0,6.6777807052660805
NaN,CHEMBL2385984,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,570.0210000000001,5.038000000000005,2,7,9,117.04999999999998,5000.0,5.301029995663981
NaN,CHEMBL2385959,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNCCS(C)(=O)=O)o1,571.0740000000003,5.797720000000007,2,8,12,106.35000000000001,460.0,6.337242168318426
NaN,CHEMBL3092307,CCN(CC)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,517.0050000000002,4.796900000000003,3,7,10,100.64000000000001,2235.0,5.650722472532045
NaN,CHEMBL3092304,C#CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,455.87700000000024,4.088300000000002,3,6,6,97.40000000000002,232.0,6.634512015109101
NaN,CHEMBL3092303,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCN(CCO)CC1,530.9880000000003,3.4754000000000023,3,8,7,112.08,331.0,6.480172006224281
